14747	護	324	327	0.07188658	68.33050611
14727	送	325	328	0.07178909	68.40229520
14712	品	326	329	0.07171597	68.47401117
14702	許	327	330	0.07166722	68.54567840
14596	石	328	331	0.07115051	68.61682891
14563	殿	329	332	0.07098965	68.68781856
14510	宮	330	333	0.07073129	68.75854985
14506	亡	331	334	0.07071179	68.82926164
14492	状	332	335	0.07064355	68.89990518
14312	罪	333	336	0.06976611	68.96967129
14303	室	334	337	0.06972224	69.03939353
14267	産	335	338	0.06954675	69.10894027
14220	城	336	339	0.06931764	69.17825791
14097	忘	337	340	0.06871806	69.24697597
14062	西	338	341	0.06854744	69.31552341
14055	得	339	342	0.06851332	69.38403673
14023	赤	340	343	0.06835733	69.45239406
14003	駄	341	344	0.06825984	69.52065390
13961	置	342	345	0.06805510	69.58870900
13829	組	343	346	0.06741165	69.65612065
13784	計	344	347	0.06719229	69.72331294
13649	応	345	348	0.06653421	69.78984715
13641	告	346	349	0.06649521	69.85634236
13629	追	347	350	0.06643672	69.92277908
13607	志	348	351	0.06632947	69.98910855
13574	想	349	352	0.06616861	70.05527716
13532	娘	350	353	0.06596387	70.12124104
13489	運	351	354	0.06575426	70.18699530
13488	色	352	355	0.06574939	70.25274469
13437	仲	353	356	0.06550078	70.31824547
13435	戸	354	357	0.06549103	70.38373650
13417	恋	355	358	0.06540329	70.44913979
13369	夏	356	359	0.06516930	70.51430910
13348	消	357	360	0.06506694	70.57937603
13337	遠	358	361	0.06501332	70.64438935
13304	若	359	362	0.06485245	70.70924180
13301	頂	360	363	0.06483783	70.77407963
13240	数	361	364	0.06454047	70.83862010
13146	姉	362	365	0.06408226	70.90270236
13112	選	363	366	0.06391652	70.96661888
13070	談	364	367	0.06371178	71.03033066
13022	進	365	368	0.06347780	71.09380846
12994	望	366	369	0.06334131	71.15714977
12958	園	367	370	0.06316582	71.22031559
12952	怖	368	371	0.06313657	71.28345216
12897	門	369	372	0.06286847	71.34632063
12894	円	370	373	0.06285384	71.40917447
12888	公	371	374	0.06282459	71.47199906
12803	放	372	375	0.06241025	71.53440931
12793	構	373	376	0.06236150	71.59677081
12785	血	374	377	0.06232250	71.65909332
12732	果	375	378	0.06206415	71.72115746
12728	絡	376	379	0.06204465	71.78320211
12685	撃	377	380	0.06183504	71.84503715
12599	期	378	381	0.06141582	71.90645297
12552	職	379	382	0.06118671	71.96763968
12549	坂	380	383	0.06117209	72.02881176
12469	術	381	384	0.06078211	72.08959388
12440	歩	382	385	0.06064075	72.15023462
12359	渡	383	386	0.06024590	72.21048052
12345	瀬	384	387	0.06017765	72.27065818
12339	飛	385	388	0.06014841	72.33080659
12337	流	386	389	0.06013866	72.39094524
12328	黒	387	390	0.06009479	72.45104003
12301	有	388	391	0.05996317	72.51100320
12266	武	389	392	0.05979256	72.57079576
12253	探	390	393	0.05972919	72.63052494
12247	寝	391	394	0.05969994	72.69022488
12207	働	392	395	0.05950495	72.74972983
12184	経	393	396	0.05939284	72.80912267
12166	存	394	397	0.05930509	72.86842776
12106	課	395	398	0.05901261	72.92744037
12083	遅	396	399	0.05890049	72.98634087
11939	住	397	400	0.05819854	73.04453941
11874	之	398	401	0.05788169	73.10242110
11861	説	399	402	0.05781832	73.16023942
11852	菜	400	403	0.05777445	73.21801387
11792	突	401	404	0.05748197	73.27549584
11773	隠	402	405	0.05738935	73.33288519
11730	被	403	406	0.05717974	73.39006493
11718	義	404	407	0.05712124	73.44718617
11717	捕	405	408	0.05711637	73.50430254
11710	昨	406	409	0.05708225	73.56138479
11681	休	407	410	0.05694088	73.61832567
11677	弁	408	411	0.05692138	73.67524706
11652	活	409	412	0.05679952	73.73204657
11618	転	410	413	0.05663378	73.78868035
11591	頃	411	414	0.05650216	73.84518251
11586	打	412	415	0.05647779	73.90166030
11556	倉	413	416	0.05633155	73.95799185
11518	帯	414	417	0.05614631	74.01413817
11511	傷	415	418	0.05611219	74.07025036
11489	半	416	419	0.05600495	74.12625530
11488	育	417	420	0.05600007	74.18225538
11423	備	418	421	0.05568322	74.23793860
11360	工	419	422	0.05537612	74.29331471
11351	予	420	423	0.05533224	74.34864696
11346	謝	421	424	0.05530787	74.40395483
11310	倒	422	425	0.05513238	74.45908721
11300	常	423	426	0.05508364	74.51417085
11277	未	424	427	0.05497152	74.56914237
11246	化	425	428	0.05482041	74.62396278
11203	検	426	429	0.05461080	74.67857357
11102	土	427	430	0.05411845	74.73269203
11095	広	428	431	0.05408433	74.78677636
11068	貴	429	432	0.05395272	74.84072908
11034	判	430	433	0.05378698	74.89451605
10984	藍	431	434	0.05354325	74.94805930
10948	危	432	435	0.05336776	75.00142706
10915	青	433	436	0.05320689	75.05463395
10804	樹	434	437	0.05266581	75.10729976
10775	念	435	438	0.05252444	75.15982420
10736	在	436	439	0.05233433	75.21215853
10665	嘘	437	440	0.05198823	75.26414676
10632	橋	438	441	0.05182737	75.31597412
10625	写	439	442	0.05179324	75.36776737
10622	季	440	443	0.05177862	75.41954599
10609	市	441	444	0.05171525	75.47126123
10598	束	442	445	0.05166163	75.52292286
10567	歳	443	446	0.05151051	75.57443337
10522	座	444	447	0.05129115	75.62572453
10515	週	445	448	0.05125703	75.67698156
10508	読	446	449	0.05122291	75.72820447
10502	絵	447	450	0.05119366	75.77939812
10481	鳴	448	451	0.05109129	75.83048942
10455	恵	449	452	0.05096455	75.88145397
10445	十	450	453	0.05091580	75.93236977
10429	森	451	454	0.05083781	75.98320758
10410	携	452	455	0.05074519	76.03395277
10396	居	453	456	0.05067695	76.08462972
10393	伊	454	457	0.05066232	76.13529204
10378	抜	455	458	0.05058920	76.18588124
10373	語	456	459	0.05056483	76.23644607
10358	救	457	460	0.05049171	76.28693778
10342	火	458	461	0.05041371	76.33735150
10333	表	459	462	0.05036984	76.38772134
10329	格	460	463	0.05035034	76.43807168
10297	反	461	464	0.05019436	76.48826604
10294	北	462	465	0.05017973	76.53844577
10228	支	463	466	0.04985800	76.58830377
10223	織	464	467	0.04983363	76.63813740
10216	昔	465	468	0.04979951	76.68793691
10190	字	466	469	0.04967277	76.73760968
10137	掛	467	470	0.04941441	76.78702409
10111	兵	468	471	0.04928767	76.83631176
10022	視	469	472	0.04885382	76.88516558
10018	政	470	473	0.04883433	76.93399991
10014	疑	471	474	0.04881483	76.98281473
10008	器	472	475	0.04878558	77.03160031
9992	裏	473	476	0.04870758	77.08030790
9976	飯	474	477	0.04862959	77.12893749
9904	歌	475	478	0.04827861	77.17721610
9887	都	476	479	0.04819575	77.22541185
9872	普	477	480	0.04812263	77.27353447
9868	参	478	481	0.04810313	77.32163760
9853	素	479	482	0.04803001	77.36966761
9844	捨	480	483	0.04798613	77.41765374
9803	衛	481	484	0.04778627	77.46544001
9795	議	482	485	0.04774728	77.51318729
9784	矢	483	486	0.04769366	77.56088095
9766	験	484	487	0.04760591	77.60848686
9757	点	485	488	0.04756204	77.65604890
9730	形	486	489	0.04743042	77.70347932
9726	雄	487	490	0.04741093	77.75089025
9680	津	488	491	0.04718669	77.79807694
9664	迷	489	492	0.04710870	77.84518563
9656	毎	490	493	0.04706970	77.89225533
9566	星	491	494	0.04663098	77.93888631
9543	町	492	495	0.04651886	77.98540518
9533	徒	493	496	0.04647012	78.03187529
9520	難	494	497	0.04640675	78.07828204
9504	遺	495	498	0.04632875	78.12461079
9480	喜	496	499	0.04621176	78.17082255
9459	局	497	500	0.04610939	78.21693194
9382	完	498	501	0.04573404	78.26266598
9374	根	499	502	0.04569505	78.30836103
9365	王	500	503	0.04565117	78.35401220
9350	単	501	504	0.04557805	78.39959026
9348	増	502	505	0.04556830	78.44515856
9347	閉	503	506	0.04556343	78.49072199
9284	辞	504	507	0.04525633	78.53597832
9276	暮	505	508	0.04521733	78.58119565
9255	輩	506	509	0.04511496	78.62631061
9243	司	507	510	0.04505647	78.67136707
9187	古	508	511	0.04478348	78.71615056
9187	邪	508	511	0.04478348	78.76093404
9175	健	509	513	0.04472499	78.80565903
9164	交	510	514	0.04467137	78.85033040
9129	困	511	515	0.04450075	78.89483115
9114	資	512	516	0.04442763	78.93925879
9055	怒	513	517	0.04414003	78.98339882
9041	去	514	518	0.04407178	79.02747060
9032	越	515	519	0.04402791	79.07149851
9020	映	516	520	0.04396942	79.11546793
9005	似	517	521	0.04389630	79.15936423
8990	試	518	522	0.04382318	79.20318740
8987	払	519	523	0.04380855	79.24699596
8974	永	520	524	0.04374518	79.29074114
8964	態	521	525	0.04369644	79.33443757
8954	辺	522	526	0.04364769	79.37808526
8940	静	523	527	0.04357944	79.42166471
8918	商	524	528	0.04347220	79.46513691
8912	堂	525	529	0.04344295	79.50857986
8859	那	526	530	0.04318460	79.55176446
8842	盗	527	531	0.04310173	79.59486619
8787	徳	528	532	0.04283362	79.63769981
8777	深	529	533	0.04278487	79.68048468
8777	麻	529	533	0.04278487	79.72326956
8736	兔	530	535	0.04258501	79.76585457
8660	責	531	536	0.04221454	79.80806911
8638	御	532	537	0.04210730	79.85017641
8633	清	533	538	0.04208292	79.89225933
8628	線	534	539	0.04205855	79.93431788
8611	質	535	540	0.04197568	79.97629356
8599	茶	536	541	0.04191719	80.01821075
8598	服	537	542	0.04191231	80.06012306
8573	秀	538	543	0.04179044	80.10191350
8570	酒	539	544	0.04177582	80.14368932
8567	致	540	545	0.04176120	80.18545052
8533	鈴	541	546	0.04159546	80.22704598
8523	紀	542	547	0.04154671	80.26859269
8513	桜	543	548	0.04149796	80.31009065
8466	腹	544	549	0.04126886	80.35135951
8462	寺	545	550	0.04124936	80.39260887
8460	晴	546	551	0.04123961	80.43384848
8380	焼	547	552	0.04084964	80.47469811
8369	限	548	553	0.04079601	80.51549413
8355	遊	549	554	0.04072777	80.55622189
8341	欲	550	555	0.04065952	80.59688142
8339	南	551	556	0.04064977	80.63753119
8336	答	552	557	0.04063515	80.67816634
8335	咲	553	558	0.04063028	80.71879662
8275	式	554	559	0.04033780	80.75913441
8258	振	555	560	0.04025493	80.79938934
8255	再	556	561	0.04024030	80.83962964
8250	速	557	562	0.04021593	80.87984557
8241	拠	558	563	0.04017206	80.92001763
8165	研	559	564	0.03980158	80.95981922
8155	例	560	565	0.03975284	80.99957205
8130	奴	561	566	0.03963097	81.03920302
8128	授	562	567	0.03962122	81.07882425
8123	走	563	568	0.03959685	81.11842109
8114	旦	564	569	0.03955298	81.15797407
8112	借	565	570	0.03954323	81.19751730
8080	撮	566	571	0.03938724	81.23690454
8064	押	567	572	0.03930924	81.27621378
8059	敵	568	573	0.03928487	81.31549865
8057	陽	569	574	0.03927512	81.35477377
8041	退	570	575	0.03919713	81.39397090
8026	届	571	576	0.03912401	81.43309490
8016	恐	572	577	0.03907526	81.47217016
8013	労	573	578	0.03906064	81.51123080
7985	両	574	579	0.03892415	81.55015494
7973	了	575	580	0.03886565	81.58902059
7944	寄	576	581	0.03872428	81.62774488
7939	接	577	582	0.03869991	81.66644479
7922	丸	578	583	0.03861704	81.70506183
7894	也	579	584	0.03848055	81.74354238
7869	惑	580	585	0.03835869	81.78190107
7863	百	581	586	0.03832944	81.82023050
7856	衣	582	587	0.03829531	81.85852582
7855	妻	583	588	0.03829044	81.89681626
7852	故	584	589	0.03827582	81.93509207
7851	余	585	590	0.03827094	81.97336302
7841	尾	586	591	0.03822219	82.01158521
7815	黙	587	592	0.03809545	82.04968066
7762	杉	588	593	0.03783710	82.08751776
7752	船	589	594	0.03778835	82.12530611
7718	患	590	595	0.03762261	82.16292872
7683	留	591	596	0.03745200	82.20038072
7620	五	592	597	0.03714490	82.23752562
7620	容	592	597	0.03714490	82.27467051
7587	総	593	599	0.03698403	82.31165454
7576	団	594	600	0.03693041	82.34858495
7561	熱	595	601	0.03685729	82.38544224
7486	片	596	602	0.03649169	82.42193393
7462	済	597	603	0.03637470	82.45830863
7461	沙	598	604	0.03636982	82.49467846
7382	案	599	605	0.03598473	82.53066318
7375	将	600	606	0.03595060	82.56661379
7366	薬	601	607	0.03590673	82.60252052
7365	満	602	608	0.03590186	82.63842238
7361	紙	603	609	0.03588236	82.67430474
7360	破	604	610	0.03587748	82.71018222
7357	銃	605	611	0.03586286	82.74604508
7341	担	606	612	0.03578487	82.78182995
7317	蔵	607	613	0.03566787	82.81749782
7287	秋	608	614	0.03552163	82.85301945
7234	誘	609	615	0.03526328	82.88828273
7225	密	610	616	0.03521941	82.92350214
7217	習	611	617	0.03518041	82.95868254
7209	亜	612	618	0.03514141	82.99382395
7204	識	613	619	0.03511704	83.02894099
7172	婦	614	620	0.03496105	83.06390204
7165	際	615	621	0.03492693	83.09882897
7139	段	616	622	0.03480018	83.13362915
7113	悲	617	623	0.03467344	83.16830259
7083	甘	618	624	0.03452720	83.20282980
7074	秘	619	625	0.03448333	83.23731313
7048	療	620	626	0.03435659	83.27166972
7033	収	621	627	0.03428347	83.30595319
7022	険	622	628	0.03422985	83.34018304
6962	冷	623	629	0.03393737	83.37412041
6936	民	624	630	0.03381063	83.40793104
6924	条	625	631	0.03375213	83.44168317
6915	監	626	632	0.03370826	83.47539143
6897	台	627	633	0.03362052	83.50901195
6845	軍	628	634	0.03336704	83.54237899
6809	羽	629	635	0.03319155	83.57557053
6809	練	629	635	0.03319155	83.60876208
6800	修	630	637	0.03314768	83.64190976
6748	設	631	638	0.03289419	83.67480395
6736	営	632	639	0.03283570	83.70763965
6727	宅	633	640	0.03279183	83.74043147
6726	林	634	641	0.03278695	83.77321842
6710	鳥	635	642	0.03270896	83.80592738
6690	幕	636	643	0.03261146	83.83853884
6670	権	637	644	0.03251397	83.87105281
6665	注	638	645	0.03248960	83.90354241
6659	超	639	646	0.03246035	83.93600276
6649	首	640	647	0.03241160	83.96841436
6639	材	641	648	0.03236286	84.00077722
6639	暴	641	648	0.03236286	84.03314007
6625	右	642	650	0.03229461	84.06543468
6621	英	643	651	0.03227511	84.09770979
6613	犬	644	652	0.03223611	84.12994591
6605	共	645	653	0.03219712	84.16214302
6603	準	646	654	0.03218737	84.19433039
6595	像	647	655	0.03214837	84.22647876
6575	管	648	656	0.03205088	84.25852964
6564	求	649	657	0.03199726	84.29052690
